Label,Text
1,"Since the other thread is getting to long and bugging out , it 's time to start a new one , I 'll start it off with this ; Preparedness I"
1,"http://www.nature.com/news/2011/1109....2011.518.html This site is great for our cause .. It tells a whole different story through DNA , not political BS ."
1,Absolutely.
1,Anything ??
1,"Thank you for your kind words toward my nation , my friend You are always welcome here - as a friend and as a brother ... we will see each other on WNN also"
1,"...the Jew shall have my Flesh , blood and bones and all ..."
1,Good post my friend .
1,I tried to find this crappy commercial on YouTube when it first came out so I could post it here .
1,I was wondering if anyone else was having trouble accessing www.ireland-awake.tk ? i click the click and all that comes up is a DotTK registration page Anyone help ?
1,Your either Bulgarian or Greek not Macedonian it does not exist .
1,One thing that occurred to me is that the soldiers with those old school battle rifles would have traded them for this Sig in a heartbeat !
0,It's people like this that are the face that represents the filth of Islam .
1,So... are you telling me that your proof of your 10 % black London population claim is based on the possible artistic license of painters of London sceneries ?
1,Just saying .
1,Ca n't comment on the contents yet .
1,2508
1,Being a cop will quickly open your eyes to the `` joys of diversity . ''
0,The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .
1,"Watch how long she keeps her eyes on your eyes , and on you in general , when you just start turning away ."
1,Sorry that you were unaware .
1,NYPD COPS FIGHT GIRLS IN SUBWAY - YouTube Black teenagers spray a city bus with assault rifles in downtown Philadelphia .
1,It 's summer and I have a lot of time on my hands with a work break .
0,I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .
1,Oklahoma althought I carry a french name because my parents both was adopted. mother is german and my father is scottish
1,"The two peaks , center picture are The Lions ."
1,nobody said I like him and I dont see the reason to like him to be honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!
1,Shame on those white Germans to be born to like their own race the most .
1,I wonder if the attacker was a Swedish national ?
1,It is now unusual to see White families on telly .
1,Huh ?
1,"Beautiful scenery , music , campfire and good , true company ."
1,It is totally a greek name .
1,"The next generation is our future , and it is our responsibility to ensure that they are raised to be bright , proud , and physically and morally sound White men and women ."
1,"And for those who would like to participate in a thread that 's a spin off of this one , here 's the link : https : //www.stormfront.org/forum/t204965/"
1,Ca n't have that .
1,The next step is to network with fellow whites .
1,Bless you Mr. Duke !
1,"After one day , there wasn`t a byte of new information about this ."
0,"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years ."
1,Too lazy to make a proper rage comic .
1,Hope it 's not a re-post in any way shape or form .
1,Id like to say something but I once heard `` if you have nothing good to say dont say anything at all '' .
1,"Read a few books , listen to music and stick to the internet for both entertainment and research ."
0,Hopefully they will get deportation orders and be on the next flight back to Cairo .
1,"On top of that , only a small fraction of those 40,000 are active posters and some of the 40,000 are antis ."
1,"Some people are really weird in their thinking Have you been to Bullhead , Az ?"
1,"Not the most attractive of colours , but certainly rare ."
1,I guess I should have included a warning for those who click on it .
1,"You can go straight into a community college without GED , you just have to pass the tests ."
1,The president said it sent an important message to other nations that Icelanders recognized their independance .
1,So as long as immigrants behave and respect British culture they can stay .
1,"They are black and Hispanic , not white ."
1,"I've tried to meet for coffee with a few people but everybody is really spread out , it 's tough to find the time to go out and meet like minded people ."
1,"I read an article where they ran the White rancher off his property , he left behind all types of farming equipment and a herd of livestock ."
1,Integrated public schools offer nothing but abuse for white children .
1,Damn Canada !
1,We need to start a pool on stormfront and use the money to buy this place .
1,There have been more people coming on this board that live in the central Wisconsin area since I have started coming on here .
1,How do I explain this garbage to my son ?
1,The deer are so abundant that they wander into town all the time to munch on lawns .
0,When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .
1,The english policy was one of extermination from day 1 .
1,"That 's the first I heard of her and her story , truely saddening ."
1,"I was reading news on interia few min ago and look what i found : in the name of their god : http://fakty.interia.pl/galerie/obyc ... , 1160979,1,275"
1,"Lie, lie , lie !!!"
1,This is why I need something else then that .
1,YouTube - Authorities release video of detention officer assaulting EDIT : I actually thought the attacker was a male negroid until I just read a report on it on New Nation News .
1,"Victim Judy Burstein , 55 , had met the singer , Michoel Streicher , 50 , at his performances five years ago in Rockland County , Brooklyn and Lakewood , NJ ."
1,If you 're White you 're instantly a racist no matter what you do or say .
1,I went out of my way to purchase food items from Denmark whenever they were available because I believe in hygiene and handling of food products by clean whites .
1,Does anyone have a recommendation ?
1,Thank you for the info. i will deffinetly look into them .
1,"WhiteByP-I 'm not sure if SWP is a group or what , but I know a few people that sport that , maybe we could talk some ."
1,The gays are just late to the party .
1,You will love this : https : //www.linkedin.com/pub/wayne-weber/19/899/116 got out of the Air force and went straight to the head of HK. wow .
0,We should have a new version of the old Plantation system where every white person on earth makes millions of dollars off of the enslaved labor of all the non-Whites in the world .
1,"I think it is January 6'th or 7'th , not the same as us ."
0,"Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?"
1,You can search for maps of where the language was spoken over time .
1,Thanks
1,Sick
1,I know the Knights Party goes along the line of White separatist and Black separatist and in a peaceful manner .
1,"If you look on http://www.audiogalaxy.com and type in the name of the artist in Latin characters you can find a lot of songs , especially by the more popular musicians ."
1,BOOK : Tell the Truth and Shame the Devil `` Tell the Truth and Shame the Devil '' in English and German .
1,Great news !
1,Of course if people would stop going to these places then they would never be able to earn enough money to start up foreign cesspits in Irish towns .
1,My God .
1,It's a pity that for many people here things are that simple when it 's about Poland .
1,"I 'll post as much as I can , but I 'm more of a BNP supporter than an expert ."
0,"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way ."
1,Seems to me they are in precipitous decline .
1,But I 've seen it several times in the past two or three years .
1,with my own experience i have never been looked at as a radical freak.but have been asked by people to see my tattoos.omg they actually admired the art work .
1,"I am contemplating the philosophy of Asatru , and may want to `` home school '' my grey-haired self in it ."
1,"Good for my young kids too , they watch old westerns and Anime cartoons ."
0,"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English ."
1,"They are n't a band they are a group. like a white pride group. they are pretty big , they 've been on tv quite a few times ."
1,We dont care about Alaska while it is not white land .
0,They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !
1,It 's like `` The Legend Of / Vigger Charlie '' on crack .
1,Isnt science supposed to be repeatable before they draw conclusions ?
1,I now have a wife and kids and I would n't have it any other way .
1,"Just to point out : how do you know that your sources do n't have a chip-on-their-shoulder , and an agenda ?"
1,The Fans .
1,"A Glorious Future for us Europids , is now ushered : Kritayuga : The Golden Dawn ."
1,Check out all the Whites making pro Israel comments https : //www.facebook.com/photo.php ? v = 10204417923596945
1,88 im looking for a white power female for talk and to hang out if you would like to hang out or talk pm me i live in austin texas.looking for a wp girl any where near austin .88
1,"French and Spanish are offered , but there is only one french teacher , as opposed to our 4 or more Spanish teachers , so the number of students able to take French is VERY limited ."
1,I live in a predominantly white area and ca n't imagine what that would be like ..
0,( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .
0,i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke
1,I remember hearing a talk from Irving on that massacre .
1,Perfection .
0,Humans and negroes use restaurants in entirely different ways .
1,Because there were already two other threads on it .
1,Erik
1,"Better quality : https : //thepiratebay.se/search/benef ... treet/0/99/205 There is also HD out , but not on YouTube yet ."
1,"these are two pictures of me , l am a proud Croatian redneck , l drink rakija , eat lamb and get in fights as often as l can and l go to the gym once a week , yihaa !!!!!!"
1,My prayers go out for the grieving families of those who perished ... What a terrible tragedy ... God have mercy on the souls of those who have left this earth .
0,"Yes, more homosexual degeneracy foisted upon the silent majority ."
0,To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .
1,Sharpton just wants to get his hands on da White House fleet of limousines .
0,"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !"
1,"My Kansas ancestors got by during the Great Depression without eating cow dung , and everything was covered in dust then ."
1,Lady Alma-Tadema Dreams .
1,Over two thousand dollars damage and several hours to clean up .
1,"Yeah, the map is not the territory ."
1,I would have jumped at the chance to get a gun for my birthday .
1,16
0,"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker ."
1,But I never liked working with metal as much as wood .
1,Not so sure this will fit your bill but March of the Titans is a great book on European History .
1,Thanks for the idea 's ...
1,I don`t listen radio at all .
1,They will vote in a conservative but when the conservative does anything conservative the marxist left label the conservative as an idiot or a racist .
1,"I am 1,96 meters tall , and I can pass as a Norwegian or Danish guy ."
1,I think I 'll get me a couple of these things .
1,You've walked right into it again .
1,"I had no idea where Mississauga was , other than in Canada , so I decided to look it up ."
1,You are not out of the wigger stage .
1,"A lurker from Down Under , a grandson of a royal marine green beret whom stormed Normandy and served in the pacific ."
1,Oh yes and to round it all off we have new neighbours moved in .
1,"Oops , I forgot Obongo is president , therefor it is free greencard day every day ."
1,Your medical factors come in to play .
1,http://www.freep.com/news/education/...7_20040417.htm We need to help .
1,The fact that these people are trying to do the same thing to Ireland as they have in America and Britain and everywhere else they have set foot .
1,Hope to talk to you later .
1,"Yes, we are but you will find these people are often Nordic as their subrace ."
1,I love audio !
1,But the truth is he needs a boot party and take our flag back thank you very much .
1,I think most Stormfront members would agree.Iam here to promote a white Ireland like other members and to warn others about the treat of Multiculturalism and Islam in Ireland
1,"Episode 4 is out , you can watch it on 4oD : Benefits Street - 4oD - Channel 4 ( UK only ) Some of those are uploaded on YouTube now : https : //www.youtube.com/results ? filt ... fits + street % 22 Or get it here : https : //thepiratebay.se/search/benef ... treet/0/99/205 HD-720p download : https : //mega.co.nz/# ! XAsXRIbb ! 0-td1f ... v78mZxteR7K7jY ( 913 MB ) This is episode #4 of 5 total ."
1,"Plop them down in front of Livy , have them read it , and then write a report on it ."
0,Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t
1,Hello all from Norfolk .
1,Kettledrummer Elo Sambo Prussian Life Guard Hussars
1,"Hi, Yes anywhere in the maritimes is full of culture and if you like old fashioned values and a very white city go to St. John 's Newfoundland ."
1,I have several Ruger revolvers in .357 ( including my carry gun ) and I thought I 'd try something new .
0,This gay kill a young bulgarian man to protect some criminal brown gypsy from beating This is the true face of so-called `` anti-racist '' !
1,I see where you are coming from .
1,"You ca n't attend Regular Meetings , but you will attend youth meetings , and all major rallies such as Nordic Fest ."
1,God rest this man 's soul .
1,"First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 , then , in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) , but this was soon removed , because it neither complied with regulations on restaurants , nor did the Church authorities find it suitable ."
1,Attitude is everything .
1,Of course they do .
1,- Boleslav The brave .
1,"Many of the famous artists , poets , actors , theater/stage actors , home designers , fashion designers , sculptors , ( all of these are artists ) are gay ."
1,Shame on you for using such an ignorant and laughable argument .
0,"Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !"
1,"http://www.wafb.com/Global/story.asp ? S = 11397795 Robinson had allegedly tried to sell the 225-pound piece of artillery , but Hurlee grew suspicious and called the Sheriff 's Office ."
1,"That's good I wish there was someone standing for my interests where I live , but as it stands now that is not likely to ever happen ."
1,Through numbers alone 200 million whites in this country some of these white kids should be doing wrestling and getting into MMA through wrestling .
1,Is it out of fear ?
1,Try this link here .
1,I wonder if they 'll do the same with the juden ?
1,"-Strictly , no goyim friends ."
0,Not to mention that they do n't belong here anyway .
1,"I intend to get a big dog in time for next year 's elections , but no pigs , lizards , parrots or raccoons ..."
1,Even niglets past and present see the purity of the racial White soul .
1,"Check out the small northern Ontario Towns , Holtyre , Ramore , King Kirkland , Englehart , Black River ... saw one nonwhite in 5 years ( not counting the occasional native ) ."
1,Oh my * * * * ing god !
1,Pay special attention to the concepts of MEAN and VARIANCE .
1,It 's there .
1,I 'll be leaving for basic pretty soon .
0,Why White people used to say that sex was a sin used to be a mystery to me until I saw the children of browns and mixed race children popping up all around me .
1,I suppose it 's their version of SF 's News and Articles forum .
1,"I'm often asked what my main squeeze looks like , here she is , Sweet Polly Purebred , in a scene where I save her from the evil jew scientist Simon Bar Sinister"
1,"The DC rally was organized by the National Alliance but lots of other groups and non-members were there as well , the Topeka rally was a joint WCotC/National Socialist rally ."
0,"Holly Quick , age 16 , brutally raped and murdered by an apelike negro ."
1,Meanwhile back in their ancestral homelands their races are and will always remain the overwhelming majority .
1,Don't that just suck ??
1,A good kick from a woman wearing steel toes can break their shin ( I know from experience ) .
1,Truckers Music - YouTube Trucker Song by band Head Hands and Feet ( southern rock I guess ) with lots of beautiful pictures and beautiful women !
1,"I passed through there on a flight and walked through the city , oh God , I thought the plane accidentally landed in Singapore !"
1,Ha Ha Ha Ha in England it would go as follows : Water Pistol Water Pistol Water Pistol Water Pistol Water Pistol
1,14/88
1,Yeah Das Boot was great got it as present for Christmas .
1,"A more apt analogy would be if he went to a party and showed up to find a small group of whites standing around while darkies kept pouring through the door and acting like they owned the place , so he joined some of the whites in complaining about it ."
1,I have to agree .
1,On which fantasy island do you live on ?
0,"I do not blame you , Ottawa like all of our cities is a multicultural hell ."
1,"For example , if he uses correct English then you say , `` Hey , you are starting to sound like a white man !"
0,I just cant stand to listen to negros sing and 30 sec. is all I could handle .
1,I have to say I was shocked when he said the kids at his ( Junior ) school spoke 31 different languages and teachers have had to devise a system of hand signals to communicate !
1,"I tend to listen to the more Celtic , and Prussian Blue , viking , Saga type stuff ."
1,"I know they 're probably out there , but I 've never met a Black IT professional who was n't exclusively in sales ."
0,The anti-whites have been using education for decades to brainwash Whites against their own race .
1,32-year-old Jason `` Jay '' Tate was found with Kelsey Sue Stahl 's car .
0,i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508
0,"Tralee is a disgrace , the place looks like a town in africa nowThe day Ireland becomes a muslim country is the day i stop breathing !"
1,"The language itself , though , is nowhere near that ."
1,could you upload a pic of this amazing set up ?
0,"Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol"
0,Deport all Indians back to India and make them pay for the trip .
1,It is located here : http://www.teachers.tv / .
1,yes its the year 2014 and Israel is still hiding behind walls and military instead of embracing there fellow Humans .
1,It's no surprise Irish girls would do that .
0,"Muds do n't respect anything , including themselves ( what 's to respect ) and therefore anyone else ."
1,Before I became a skingirl and before I let my hair grow once again .
0,"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand ."
0,Africa is a hole area of natural resources and only made mud huts from it ... what wild life are able to make even better huts ie birds
1,It is happening .
1,She 'll smell of it for a while then it 'll be gone in a matter of seconds .
1,Seems like our message is getting to the right people .
1,But you get alot of American White nationalists or Nazis claiming to want all non-White descendants out of America but America is not a native White continent or country .
1,We live in a black majority neighborhood for economic reasons and we are definitely not race mixers .
1,True! but ever know the longer this bs war on terror goes the more high tech wonder war toys they keep coming out with ?
1,"Second , I really hope one day you chauvinists try to take our Transylvania from us ! 1330 Posada , ring a bell ? 1467 Baia , ring a bell ? 1599 Selimbar , ring a bell ?"
0,"Good luck with your bugchasing , homo . . ."
1,Last night all the Suckers we passed out to the wonderful little white children had a small banner attached to the stick saying `` White pride '' .
1,I looked them up on the internet and could onyl find Hatewatch and anti sites .
1,"Though i am from younger generations , these are my father words ."
1,London artist shot dead in South Africa protecting his family from gunmen in raid during wedding anniversary - Crime - News - London Evening Standard
1,"If the example of Bradford and London are anything to go by , it wo n't go well ."
1,White men and women who have many white children and teach them.to be white nationalist do more for our cause than these groups .
1,"Agreed! rep will have to wait though .. Cheap money , massive bailouts of crony banksters , manipulated employment figures , etc , etc , .."
1,"Revolver had been used all hunting season , shotgun was fresh out of sitting in attics/closets since the late 1800s or early 1900s ."
0,Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .
1,I played D2 for years as a way to pass the time but I got bored waiting on v1.10 to be released and stopped playing .
1,"I agree with you , but at the same time this particular group makes white christians look very bad ."
1,"Nor have I , I live in BC at the moment ; and had lived in Alberta for most of my life ."
0,"They are completely different from us and should not be living within sight of us , go back to Africa and die out ."
1,As far as I know there is no russophobia in Belarus .
1,Thank you for proving our point .
1,"It looks like White culture , something we have lost down here in Texas ."
1,I am not expecting six figures a year but would like to be comfortable .
1,I 'm surprised to see it still active .
1,"You can have a high I.Q. and still have friends , i mean i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners )"
1,I think our middle finger is about worn out .
1,They 're just making it really expensive on purpose and making a panic .
1,Onward !
1,This is a thread I created a while ago .
1,Read the earlier posts and see that there are still lots of non-whites coming to Denmark .
1,NPD demonstration in Hamburg : 35 attendants .
1,32
1,No .
1,If yer interested in chattin ' drop me a line .
1,"New York City : Aborted black babies outnumber live-birth black babies According to the city Health Department , 2008 saw 89,469 abortions performed in New York City seven for every 10 live births ."
0,"Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want ."
1,Everyone in my family seems to either have Green eyes or Blue too .
1,"I was wondering if the anti 's have forums like Stormfront , and if so , what are they - feel free to PM me with the details ."
0,"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v."
1,Intelligent Masculine Black Fed Ex Man comes to save the day and explain how stupid the white man is .
1,I had an Irish boyfriend for 3 years once and he used to laugh about how in ireland you never saw black people .I guess things have changed a lot in 10 odd years
1,At least not as far as I can tell .
1,Historic vehicle Laurin Klement T. B 1899-1903 http://i4.ytimg.com/vi/cVQSTM-WTZk/mqdefault.jpg white loop-frame motorcycle with pedal start Awesome custom replica of 1900s Czech .
1,"Nothing yet , eh ?"
1,https : //www.stormfront.org/forum/t795949-2/#post9151222
1,US-based Human Rights Watch says thousands have been raped by rebels and soldiers in the past six months .
1,hi all i am from south of london. hope to make many like minded friends got bored of listening to the lefties so need to talk to real people
1,The innocence is gone .
1,I recall another recent story about a senior judge in Germany challenging the Holocaust story .
1,"Sub 50 yards , as 99 % of our conflicts will be when SHTF , this is probably the round of choice ."
1,If there is a positive to come out of this it 's that both communities will now realise that they are not that different after all compared to whats coming in .
1,"I wonder how many young Whites pick up pro-WN ideas , but then after watching Romper Stomper or some old Springer episode see that negative image of WNs and decide thay they do n't want anything to do with us ."
1,"I bought a Glock too , and shot about 2,000 rounds out of it last year ."
1,I 'm surprised that on national television they let to be broadcast such a politically incorrect video .
1,"It 's pretty old , but I have n't seen it in this thread ."
1,A B.A. is virtually useless .
1,I'm looking for any white females in the fort hood area to talk to .
1,"It's not just blacks that fall after a good uppercut or direct to the chin , but these two are well fit for the blacks cause they have weaker chins than whites"
1,But the camellia idea is great .
1,Still snow up there and that is on a south face slope so it gets sun there .
1,"hello, lisa ; i 's be de man yo ' am lookin ' fo ' . i 's got fo ' teef in mah haid an ' i 's be black lack a bowlin ' ball wif a nice shiny color. i 's got no job but mebbe yo ' kin git one fo ' yo ` f ? i 's be up in hollum ... wif lub an ' kisses. lub rastus hahaha ... sorry , lisa , could n't resist !"
1,The conclusion is in error and the press are disseminating misinformation to parents .
1,"It 's because white skin allows uv rays to pass through more readily , powering your muscles and brain ."
0,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !
1,"At the hospital I take care of very diverse group of patients , use your imagination ."
1,A pile of burned offerings .
0,Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..
1,The moderation is so slow that this board is borderline trash .
1,"Lots of companies moving in , many focused on energy sector ."
1,I saw a poll from Missippi that said that 40 % did n't think Lott should step down for his segregationist remark .
1,I think they 're not White and dont belong in White nations .
1,Yes but upon further research I have realised its just a liability .
1,I own this game and it is by far the most violent and sick game I have ever played .
1,Kind of says where I am coming from .
1,Its time for the return of Mosley 's blackshirts .
1,I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .
1,"Yes they did , the Jews claimed that Jesus got his power from the devil to heal people of their illnesses ."
1,"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face ."
1,Absolutely.
1,"Thats exactly what he means and what they are doing , it has happened to every white nation and we are no different ."
1,I 'll have to rep you for it later .
1,"Yes, precisely !!"
1,I read a few things about him awhile back and he is far to the left as so many of them are .
1,Liberia Awaits
1,Thanks It may not seem like much but just puting one of those leaflets up on a noticeboard gets a lot of people talking .
1,I saw Edwards on some TV show not long ago .
1,I read in the paper today that they are `` concidering '' hate crime charges .
1,And you will have to teach alot of lies to the students .
1,It reminded me of a bar-room shootout in old Westerns .
1,Although I still support all WN movements from there ...
1,if the expected war happens we better not put pride in charge of any units where navigating skills are required then .
1,The link appears to have been broken .
1,I would of never in a thousand years think that Ireland would allow nonwhites in there country they seemed to love there race alot .
1,I have much unused bandwidth .
1,I appreciate your contributions here. have been a fan for a long time .
0,The majority of the people in these photos are more of the threat to America than to the Ukraine in my opinion .
1,My friend and I are looking to buy them in large quantities on the Internet for probably around like $ 1.50- $ 2.00 a piece ....
1,Every day they erase more of our past .
1,They just do their job as God has given them the light to perceive it .
1,And encourage your friends/acquaintances you see daily to change this bad habit .
1,The citizens who look to fight the people that walk the street are targeting the foot of the beast .
1,I just believe you should stay in your own country .
1,Below is the `` Story of Sergey Brin '' the owner of google .
1,Do what you can to help keep Stormfront alive and growing .
1,All of you need to go onto that comments section and let them know we will not be defamed like that and we have every right to gather in an area .
0,There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .
1,This is my 666th post .
1,"Indeed, so many species have been hunted to extinction ."
1,I finally heard back from the Child Development today .
1,"Alright, I 'll send my pic out only for request in a pm ."
1,"Yes , I figured that out on my own a few hours later ."
0,It ai n't right unless it 's White .
0,"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t ."
1,I am to help in anyway i can .
1,Far from that .
1,"Jim Bollich , Bataan Death March Survivor 1 of 2 - YouTube"
1,"But neither is the Ku Klux Klan or Any group or organization that is openly pro white or even suspected of being pro white , like the tea parties ."
1,Perhaps you can use this BTW notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control .
0,Why not just kick out all those Africans ?
1,The above poster is correct when we stop supporting then they 're in terrible danger .
0,All you liberals care about is `` Diversity . ''
1,"1/2 messican , 1/2 White babies can often pass for White until they turn six or seven when the golden brown coating covers all ."
1,I was wondering if you can give me a link on how to become ordained as a minister over the internet .
1,"Obama chooses to identify as black , and Zimmerman chooses to identify as Hispanic ."
1,White speech is Hate ....
1,Asians are smart .
1,"Ha I was just on there , stopped reading it to come on here and this was the first thing I saw ."
1,"These same people , must eat their stupid pills like they were candy ."
1,Unreal .
1,"This thread has reduced me to tears so many times that I sometimes avoid it , and yet i thank the OP for it"
1,"My boyfriend needs to watch this video ... I 've gotten fed up before and told him to turn the damn thing off and put on some music , look at things on the internet , or go somewhere out of the house ."
1,What a way to say `` hi '' !
1,"Yes, I have very rarely seen Scandinavian-looking people with brown eyes ."
1,It does i was unemployed for nearly 2 years in the 1980s it does drag you down .
1,"is anyone else fed up with people using the so called race card against you ? if so , tell us about it"
1,Actual names and places could be transmitted using the Private Message function .
1,"[ 85.362 ] [ 228.275 ] April 4 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part four ."
1,Dr. David Duke mentions about his friendship with Dr. William Shockley in his latest video ( 6/22/2010 ) titled `` Will the White Race Survive ? '' http://www.youtube.com/watch ? v = RoKl47nK04M
1,"Those pictures hit home for me , and some of those comments on that page are overwhelmingly ignorant ."
1,Watching tv or film with subtiitles is also good .
1,Saga ( Sweden ?? ) - Various Ultima Thule ( Sweden ) - Various There are plenty of other bands .
0,I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .
0,`` Those evil Whites .
1,Is so readily happy to `` welcome '' .
1,This song is great and I 've heard many excellent versions but this is my favorite .
0,They probably have a 150 I.Q. with all three of them combined .
1,"Killer of woman , child in Oak Cliff gets death penalty | News for Dallas , Texas | Dallas Morning News | Dallas-Fort Worth Crime News | Dallas-Fort Worth News"
0,Thank the Gods she has chosen to go with her own kind .
1,Top ten movies banned in Ireland Ten movies that the Irish censors blocked from Ireland 's cinemas Top ten movies banned in Ireland | IrishCentral
1,"``Hey,boys, what are ya haulin ' ? '' http://28.media.tumblr.com/tumblr_lb...dmnto1_500.jpg Report : Nuclear weapon drivers sometimes got drunk Buzz up ! 19 votes Share retweet Email Print 2 hrs 20 mins ago WASHINGTON The U.S. Energy Department 's watchdog says [ COLOR = #366388 ! important ] [ COLOR = #366388 ! important ] government [ COLOR = #366388 ! important ] agents [ /COLOR ] [ /COLOR ] [ /COLOR ] hired to drive nuclear weapons and components in trucks sometimes got drunk on the job , including an incident last year when two agents were detained by police at a local bar during a convoy mission ."
1,Has anybody watched the video and listened to him ?
1,"You make it sound so romantic , more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience ."
0,A public execution for these animals would go a LONG way to point to justice being done ; it would never bring the girl back ; but I guarantee it would send a message ............................
1,"Your request was misconstrued , so we all hope , but maybe focus on building the movement based on conviction , not gender ."
1,"I must admit when I first read it and saw the poster was in Sydney , I was suprised the poster did not pick up the PLE thread in the SFDU section , let alone the threads stickied in this forum ."
1,"Maybe we should put' em in prison until they 're fifty , right up front , so Sid can figure it in to the cost of admission"
1,I wish I had her eye color ...
1,"I 'll be out of town for a few weeks , and I do n't plan on getting online again while I 'm gone ... Maybe we can touch base then ! 88 !"
1,It is based on the Sven Hassel story of the same name - www.stormfront.org/forum/t1103833/
1,"You might want to check this out , gave it a pretty good review as a truck/ATV/snow mobile gun or just as a back-up that takes standard AR/M16 magazines ."
1,I was very inspired by Moran 's writing .
1,Woman pulls pistol on loud mouth girl - YouTube
1,"I am not a skin , and I wore a suit at the rally ."
1,I love my big dog ...
1,Take back what you said or I will report you .
1,"That'll be a ONE person average per county , and a sub on the bench in case anyone gets injured ."
1,http://u.tv/newsroom/indepth.asp ? id = 63241 & pt = n
1,Can anyone give me some links or a loan company they went through for student loans ?
0,There are really few Jews and millions of those bastards on the body of our country .
1,Not many films end with a Klan victory .
1,Phantom of the Opera was one of my favorites growing up .
0,"Do n't sit around and argue with them , just act like they are pathetic ( which they are ) and try to shame them ."
1,2 .
1,"I'd like to see a report on the unemployment rates and other such things across the UK , compared with places with the highest numbers of immigrants ."
1,"No I do n't support Nordic Superiority , but I have no problem with Nordic people who want a pure Nordic race to exist ."
1,Shoot me a message .
1,Kids are very receptive to learning and teaching .
1,"Its only 3300 miles , that s not so bad. >"
1,"Not the best round by any means , but 2 or 3 50 grain Pyrodex pellets over 5 grains of FFFg 777 and a #11 cap gets the job done ."
1,I wanted to run for politics as well but I realized there is no hope as society is way too liberal .
0,Don't stop trying because the negro will prove you to be right .
1,Happy Birthday Brother and many happy returns !!
1,I believe another Leader will arise but it is going to get as lot worse beforehand .
1,"It is still owned by a branch of the same family that lived there in the 12th century , 33 generations ago ."
1,The owner of that little white boat on the right claims he 's had it up to 119 mph. Hmm .
1,Too many white youth have grown fat and lazy .
1,Ahhh Mandela ....... All those years in prison were not wasted .
1,God I hate Canada !
1,"It is nearing the end of 2013 , so soon I will be starting a thread for the new year ."
1,The black churches show all black faces on their billboards .
1,Also you did contradict yourself .
0,"Glad some people still opened their homes and let kids trick or treat , even with the usual DieVersity infesting the area ."
1,"Damn, if I had known about this earlier I would have attended ."
0,I will respond until Armenian scum will stop
1,A Racist is someone who loves their Race .
